conta_contabil;uniorcam;saldo_atual_debito;saldo_atual_credito;especificacao;escrituracao;data_inicial;data_final;data_geracao;conferencia_externa;conferencia_saldo;conferencia_nivel;conferencia_natureza
8.2.1.1.3.01.00.40.00.00.00.000;0201;0,00;66.214,79;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASPS";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.00.40.00.00.00.000;0201;0,00;82,82;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASPS";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.00.50.00.00.00.000;1201;0,00;1.532,93;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - RPPS";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.10.04.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR LIQUIDACAO - FMDMA TRASNFERENCIAS DO MIN. PUBL";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.10.14.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - Q/SE - QUOTA SALARIO EDUCACAO FF";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.10.16.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNATE FF";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.10.18.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CIDE FF";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.10.21.00.00.00.000;0201;0,00;2.860,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PSB - SCFV FF";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.10.50.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - IR DOACAO";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.10.64.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PSB - PAIF FF";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.10.67.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - IGD-SUAS FF";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.10.69.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR LIQUIDACAO - COVID-19/SUAS PORT MC 369/2020 - ALIM";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.11.12.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR LIQUIDACAO - PIT FE - PROGRAMA DE INTEGRACAO TRIBUTARIA";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.12.03.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PAV. URB. SICONV CONVENIO 847175/17";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.12.06.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - EQUIP. PATRULHA AGRICOLA PROP045635/2018SICONV";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.12.07.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - EQUIP. PATRULHA AGRICOLA PROP054169/2018SICONV";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.40.11.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ATENCAO BASICA PIES FE";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.40.50.00.00.00.000;0201;0,00;4.631,26;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FARMACIA BASICA FE";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.40.90.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PSF FE";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.41.60.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PIM FE";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.41.70.00.00.00.000;0201;5.346,68;0,00;"DISPONIBILIDADE POR LIQUIDACAO - SAMU/UPA/URGENCIAS/REMOCAO PAC - MAC";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.41.70.00.00.00.000;0201;0,00;5.346,68;"DISPONIBILIDADE POR LIQUIDACAO - SAMU/UPA/URGENCIAS/REMOCAO PAC - MAC";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.45.00.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ATENCAO BASICA FF";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.45.02.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - VISA FF";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.01.45.05.00.00.00.000;0201;0,00;0,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - INVESTIMENTOS NA REDE DE SERVICOS DE SAUDE";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.3.02.80.01.00.00.00.000;0201;0,00;97.655,90;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - RETENCOES E OUTROS EXTRAORCAMENTARIOS";S;2021-01-01;2021-03-31;2021-04-22;;testRecursosComprometidosPorLiquidacaoEExtrasAPagar;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.00.00.00.00.00.00.000;0201;0,00;6.563.217,88;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS UTILIZADA";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.00.01.00.00.00.00.000;0201;0,00;2.594.459,07;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - LIVRE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.00.20.00.00.00.00.000;0201;0,00;500.113,92;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - MDE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.00.20.00.00.00.00.000;0201;0,00;2.026,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - MDE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.00.31.00.00.00.00.000;0201;0,00;556.126,08;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FUNDEB";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.00.31.00.00.00.00.000;0201;0,00;1.011,40;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FUNDEB";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.00.40.00.00.00.00.000;0201;0,00;835.688,04;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASPS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.00.40.00.00.00.00.000;0201;0,00;6.991,60;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ASPS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.00.50.00.00.00.00.000;1201;0,00;733.329,81;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - RPPS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.10.04.00.00.00.00.000;0201;0,00;57.365,59;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS UTILIZADA - FMDMA TRASNFERENCIAS DO MIN. PUBL";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.10.14.00.00.00.00.000;0201;0,00;11.876,50;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - Q/SE - QUOTA SALARIO EDUCACAO FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.10.16.00.00.00.00.000;0201;0,00;385,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PNATE FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.10.18.00.00.00.00.000;0201;0,00;1.052,25;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - CIDE FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.10.21.00.00.00.00.000;0201;0,00;696,90;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PSB - SCFV FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.10.50.00.00.00.00.000;0201;0,00;22.270,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - IR DOACAO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.10.64.00.00.00.00.000;0201;0,00;57.490,40;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PSB - PAIF FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.10.67.00.00.00.00.000;0201;0,00;300,13;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - IGD-SUAS FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.10.69.00.00.00.00.000;0201;0,00;8.328,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS UTILIZADA - COVID-19/SUAS PORT MC 369/2020 - ALIM";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.11.12.00.00.00.00.000;0201;0,00;5.327,37;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS UTILIZADA - PIT FE - PROGRAMA DE INTEGRACAO TRIBUTARIA";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.12.03.00.00.00.00.000;0201;0,00;14.821,65;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PAV. URB. SICONV CONVENIO 847175/17";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.12.06.00.00.00.00.000;0201;0,00;32.424,09;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - EQUIP. PATRULHA AGRICOLA PROP045635/2018SICONV";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.12.07.00.00.00.00.000;0201;0,00;13.012,08;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - EQUIP. PATRULHA AGRICOLA PROP054169/2018SICONV";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.40.11.00.00.00.00.000;0201;0,00;36.709,92;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ATENCAO BASICA PIES FE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.40.50.00.00.00.00.000;0201;0,00;12.300,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - FARMACIA BASICA FE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.40.90.00.00.00.00.000;0201;0,00;30.000,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PSF FE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.41.60.00.00.00.00.000;0201;0,00;6.000,00;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - PIM FE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.41.70.00.00.00.00.000;0201;0,00;5.346,68;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS UTILIZADA - SAMU/UPA/URGENCIAS/REMOCAO PAC - MAC";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.45.00.00.00.00.00.000;0201;0,00;230.534,50;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - ATENCAO BASICA FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.45.02.00.00.00.00.000;0201;0,00;21.659,28;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - VISA FF";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.45.05.00.00.00.00.000;0201;0,00;16.437,08;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - INVESTIMENTOS NA REDE DE SERVICOS DE SAUDE";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.2.1.1.4.80.01.00.00.00.00.000;0201;0,00;749.134,54;"DISPONIBILIDADE POR DESTINACAO DE RECURSOS - RETENCOES E OUTROS EXTRAORCAMENTARIOS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDisponibilidades;testFechamentoDosLancamentosNasContasDeControle
8.4.0.0.0.00.00.00.00.00.00.000;0201;0,00;639.128,96;"EXECUCAO DOS RISCOS FISCAIS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.4.1.0.0.00.00.00.00.00.00.000;0201;0,00;639.128,96;"EXECUCAO DE PASSIVOS CONTINGENTES";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.4.1.1.0.00.00.00.00.00.00.000;0201;0,00;639.128,96;"PASSIVOS CONTINGENTES PREVISTOS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.4.1.1.1.00.00.00.00.00.00.000;0201;0,00;4.309,68;"DEMANDAS JUDICIAIS";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePassivosContingentesDeDemandasJudiciais;testFechamentoDosLancamentosNasContasDeControle
8.4.1.1.1.03.00.00.00.00.00.000;0201;0,00;1.016,50;"TJRS CNJ00277316920098210074 JAIR AZILDO MASSUDA GRENZEL";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePassivosContingentesDeDemandasJudiciais;testFechamentoDosLancamentosNasContasDeControle
8.4.1.1.1.08.00.00.00.00.00.000;0201;0,00;3.293,18;"TJRS CNJ90010182020178210074 IRANI OJCZENASZ DE MOURA";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePassivosContingentesDeDemandasJudiciais;testFechamentoDosLancamentosNasContasDeControle
8.4.1.1.2.00.00.00.00.00.00.000;0201;0,00;929,49;"DIVIDAS EM PROCESSO DE RECONHECIMENTO";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePassivosContingentesDeDividasEmReconhecimento;testFechamentoDosLancamentosNasContasDeControle
8.4.1.1.2.01.00.00.00.00.00.000;0201;0,00;929,49;"CENTRO DE ACOLHIMENTO MARTINHO LUTERO - NFS-E 2019/269";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDePassivosContingentesDeDividasEmReconhecimento;testFechamentoDosLancamentosNasContasDeControle
8.4.1.1.9.00.00.00.00.00.00.000;0201;0,00;633.889,79;"OUTROS PASSIVOS CONTINGENTES";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeOutrosPassivosContingentes;testFechamentoDosLancamentosNasContasDeControle
8.4.1.1.9.01.00.00.00.00.00.000;0201;0,00;143.298,49;"DIFERENCA NO PASEP DEVIDO A RECEITAS INTRA-ORCAMENTARIAS";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeOutrosPassivosContingentes;testFechamentoDosLancamentosNasContasDeControle
8.4.1.1.9.02.00.00.00.00.00.000;0201;0,00;490.591,30;"CONTRIBUICAO PREVIDENCIARIA SOBRE PARCELAS NAO INCORPORAVEIS (GRATIFICACOES)";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeOutrosPassivosContingentes;testFechamentoDosLancamentosNasContasDeControle
8.5.0.0.0.00.00.00.00.00.00.000;0201;0,00;14.963,22;"EXECUCAO DOS CONSORCIOS PUBLICOS";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.5.3.0.0.00.00.00.00.00.00.000;0201;0,00;14.963,22;"CONSOLIDACAO DA EXECUCAO DO CONSORCIO";N;2021-01-01;2021-03-31;2021-04-22;;;;testFechamentoDosLancamentosNasContasDeControle
8.5.3.1.0.00.00.00.00.00.00.000;0201;0,00;14.963,22;"VALORES TRANSFERIDOS POR CONTRATO DE RATEIO";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeValoresTransferidosPorContratoDeRateio;testFechamentoDosLancamentosNasContasDeControle
8.5.3.1.0.01.00.00.00.00.00.000;0201;0,00;10.327,40;"COFRON - CONTRATO 01/2018 - UPA SANTA ROSA";S;2021-01-01;2021-03-31;2021-04-22;;testValoresTransferidosPorContratoDeRateioUpaSantaRosa;testFechamentoDosNiveisDasContasDeControleDeValoresTransferidosPorContratoDeRateio;testFechamentoDosLancamentosNasContasDeControle
8.5.3.1.0.02.00.00.00.00.00.000;0201;0,00;1.784,24;"COFRON - CONTRATO 01/2018 - SAMU SANTA ROSA";S;2021-01-01;2021-03-31;2021-04-22;;testValoresTransferidosPorContratoDeRateioSamuSantaRosa;testFechamentoDosNiveisDasContasDeControleDeValoresTransferidosPorContratoDeRateio;testFechamentoDosLancamentosNasContasDeControle
8.5.3.1.0.03.00.00.00.00.00.000;0201;0,00;2.851,58;"COFRON - CONTRATO 07/2019 - MENSALIDADE";S;2021-01-01;2021-03-31;2021-04-22;;testValoresTransferidosPorContratoDeRateioMensalidadeCofron;testFechamentoDosNiveisDasContasDeControleDeValoresTransferidosPorContratoDeRateio;testFechamentoDosLancamentosNasContasDeControle
8.5.3.2.0.00.00.00.00.00.00.000;0201;0,00;0,00;"DESPESAS EXECUTADAS EM CONSORCIOS PUBLICOS";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesasExecutadasEmConsorcio;testFechamentoDosLancamentosNasContasDeControle
8.5.3.2.4.00.00.00.00.00.00.000;0201;0,00;0,00;"CREDITO EMPENHADO LIQUIDADO PAGO";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesasExecutadasEmConsorcio;testFechamentoDosLancamentosNasContasDeControle
8.5.3.2.4.01.00.00.00.00.00.000;0201;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM PESSOAL - EXERCICIO ANTERIOR";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesasExecutadasEmConsorcio;testFechamentoDosLancamentosNasContasDeControle
8.5.3.2.4.01.01.00.00.00.00.000;0201;0,00;0,00;"DESPESA COM PESSOAL - EXERCICIO ANTERIOR - MAIO A DEZEMBRO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesasExecutadasEmConsorcio;testFechamentoDosLancamentosNasContasDeControle
8.5.3.2.4.01.02.00.00.00.00.000;0201;0,00;0,00;"DESPESA COM PESSOAL - EXERCICIO ANTERIOR - JULHO A DEZEMBRO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesasExecutadasEmConsorcio;testFechamentoDosLancamentosNasContasDeControle
8.5.3.2.4.01.03.00.00.00.00.000;0201;0,00;0,00;"DESPESA COM PESSOAL - EXERCICIO ANTERIOR - SETEMBRO A DEZEMBRO";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesasExecutadasEmConsorcio;testFechamentoDosLancamentosNasContasDeControle
8.5.3.2.4.02.00.00.00.00.00.000;0201;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM PESSOAL - EXERCICIO ATUAL";N;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesasExecutadasEmConsorcio;testFechamentoDosLancamentosNasContasDeControle
8.5.3.2.4.02.01.00.00.00.00.000;0201;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM PESSOAL - EXERCICIO ATUAL - 1o B";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesasExecutadasEmConsorcio;testFechamentoDosLancamentosNasContasDeControle
8.5.3.2.4.02.02.00.00.00.00.000;0201;0,00;0,00;"INFORMACAO DA EXECUCAO DO CONSORCIO PARA CONSOLIDACAO - DESPESA COM PESSOAL - EXERCICIO ATUAL - 2o B";S;2021-01-01;2021-03-31;2021-04-22;;;testFechamentoDosNiveisDasContasDeControleDeDespesasExecutadasEmConsorcio;testFechamentoDosLancamentosNasContasDeControle
